TradeKey,UserKey,AssetSymbol,AssetType,TradeDate,TradeType,Quantity,PriceUSD,TotalUSD,Exchange,Region
589,18,MSFT,Stock,2020-08-20,BUY,4.1,1934.35,7930.83,Binance,Asia
590,13,TRX,Crypto,2024-12-05,SELL,38.269,21341.45,816715.95,Binance,USA
591,3,MSFT,Stock,2024-02-11,SELL,17.738,325.14,5767.33,NYSE,Asia
592,8,TRX,Crypto,2021-08-07,SELL,18.181,28060.86,510174.5,Binance,USA
593,14,DOGE,Crypto,2023-03-23,BUY,5.818,9493.19,55231.38,NYSE,Asia
594,16,AMZN,Stock,2022-04-19,BUY,2.405,843.7,2029.1,Coinbase,Asia
595,10,USDC,Crypto,2022-01-17,SELL,25.542,56608.52,1445894.82,Binance,Asia
596,5,DOGE,Crypto,2023-01-04,BUY,31.738,15983.38,507280.51,Coinbase,Asia
597,20,USDC,Crypto,2023-10-26,BUY,43.386,5874.54,254872.79,Kraken,Asia
598,7,XRP,Crypto,2021-05-01,SELL,16.303,36741.45,598995.86,Coinbase,USA
599,3,LTC,Crypto,2022-01-23,SELL,25.733,38721.1,996410.07,Coinbase,Asia
600,14,MSFT,Stock,2020-10-02,BUY,46.321,1840.17,85238.51,Coinbase,Asia
601,1,MSFT,Stock,2024-06-01,BUY,22.858,1220.2,27891.33,NASDAQ,Asia
602,5,DOGE,Crypto,2022-08-28,BUY,20.967,36814.97,771899.48,Coinbase,Asia
603,12,GOOGL,Stock,2022-07-24,SELL,19.282,1883.12,36310.32,NYSE,Asia
604,6,BTC,Crypto,2024-04-19,BUY,47.036,47566.07,2237317.67,Coinbase,Asia
605,5,LINK,Crypto,2024-11-10,BUY,3.638,4547.77,16544.79,NASDAQ,Asia
606,13,TSLA,Stock,2021-04-15,BUY,5.706,1054.53,6017.15,Binance,USA
607,9,LINK,Crypto,2020-05-07,BUY,41.118,14512.81,596737.72,NASDAQ,Asia
608,13,DOGE,Crypto,2021-10-05,SELL,27.883,44375.51,1237322.35,Binance,USA
609,13,GOOGL,Stock,2022-04-28,BUY,19.055,184.48,3515.27,Coinbase,USA
610,20,ETH,Crypto,2022-09-10,SELL,17.423,34411.34,599548.78,Coinbase,Asia
611,10,AMZN,Stock,2022-04-28,SELL,30.974,66.37,2055.74,Kraken,Asia
612,6,XRP,Crypto,2021-10-25,SELL,15.349,8045.92,123496.83,NASDAQ,Asia
613,7,BNB,Crypto,2023-09-25,BUY,24.897,44260.97,1101965.37,Binance,USA
614,13,ETH,Crypto,2024-01-12,SELL,14.192,58486.75,830043.96,NYSE,USA
615,17,AMZN,Stock,2022-05-07,SELL,17.519,981.25,17190.52,Coinbase,Asia
616,20,USDC,Crypto,2022-08-28,SELL,41.466,6872.53,284976.33,NASDAQ,Asia
617,2,TSLA,Stock,2020-03-12,SELL,1.898,1085.06,2059.44,NYSE,Asia
618,14,LINK,Crypto,2022-04-06,SELL,42.295,20441.07,864555.06,NASDAQ,Asia
619,4,MSFT,Stock,2024-10-17,SELL,39.463,1874.73,73982.47,NASDAQ,Asia
620,10,DOGE,Crypto,2020-05-28,SELL,14.741,6992.85,103081.6,Binance,Asia
621,3,XRP,Crypto,2020-10-31,SELL,2.083,6099.17,12704.57,Coinbase,Asia
622,13,GOOGL,Stock,2024-11-25,SELL,38.671,1764.81,68246.97,NASDAQ,USA
623,8,TRX,Crypto,2023-12-17,SELL,3.279,12734.03,41754.88,NYSE,USA
624,10,LINK,Crypto,2022-02-15,BUY,19.87,45210.29,898328.46,Kraken,Asia
625,13,TRX,Crypto,2024-10-09,SELL,32.461,55073.83,1787751.6,Binance,USA
626,12,ETH,Crypto,2022-04-23,SELL,30.627,26984.24,826446.32,NYSE,Asia
627,2,BNB,Crypto,2021-12-25,BUY,36.443,45203.36,1647346.05,Binance,Asia
628,19,XRP,Crypto,2022-02-14,SELL,7.041,49256.37,346814.1,Binance,USA
629,6,USDC,Crypto,2023-12-13,SELL,9.61,43182.1,414979.98,Coinbase,Asia
630,1,USDC,Crypto,2022-05-09,BUY,29.981,15224.67,456450.83,Binance,Asia
631,1,BNB,Crypto,2020-05-03,BUY,35.091,41051.96,1440554.33,NYSE,Asia
632,12,TRX,Crypto,2020-09-12,BUY,1.126,32091.19,36134.68,NYSE,Asia
633,14,XRP,Crypto,2024-06-19,BUY,33.524,36501,1223659.52,Binance,Asia
634,2,DOGE,Crypto,2023-10-23,BUY,24.972,49313.73,1231462.47,NASDAQ,Asia
635,16,TSLA,Stock,2021-01-23,BUY,26.892,132.27,3557,NASDAQ,Asia
636,17,BNB,Crypto,2021-10-27,BUY,44.912,29192.82,1311107.93,NASDAQ,Asia
637,3,MSFT,Stock,2022-02-05,BUY,44.498,643.82,28648.7,NYSE,Asia
638,16,ETH,Crypto,2022-05-15,BUY,38.463,39926.16,1535679.89,NYSE,Asia
639,7,DOGE,Crypto,2020-07-26,SELL,42.626,11100.64,473175.88,Kraken,USA
640,11,TSLA,Stock,2021-06-14,SELL,42.636,315.93,13469.99,Binance,Asia
641,7,LTC,Crypto,2022-11-28,SELL,49.524,47837.8,2369119.21,NYSE,USA
642,13,LINK,Crypto,2021-12-09,SELL,47.778,21639.33,1033883.91,NASDAQ,USA
643,19,SOL,Crypto,2024-07-14,SELL,0.772,57830.12,44644.85,NYSE,USA
644,18,USDC,Crypto,2023-08-19,SELL,29.252,46155.31,1350135.13,Binance,Asia
645,3,XRP,Crypto,2023-01-22,BUY,1.293,25958.36,33564.16,Coinbase,Asia
646,1,TSLA,Stock,2020-06-15,SELL,31.802,1264.51,40213.95,Coinbase,Asia
647,2,LTC,Crypto,2022-12-24,SELL,42.458,50651.53,2150562.66,NYSE,Asia
648,13,ETH,Crypto,2024-09-28,SELL,18.107,9239.28,167295.64,Binance,USA
649,14,SOL,Crypto,2020-11-20,BUY,19.364,41379.6,801274.57,NASDAQ,Asia
650,9,TSLA,Stock,2023-11-07,BUY,23.819,1273.56,30334.93,Coinbase,Asia
651,16,TRX,Crypto,2023-01-24,SELL,24.039,35818.09,861031.07,NYSE,Asia
652,11,DOGE,Crypto,2024-08-29,BUY,49.286,52526.87,2588839.31,NASDAQ,Asia
653,1,AMZN,Stock,2020-08-11,BUY,23.401,1162.28,27198.51,Binance,Asia
654,11,DOGE,Crypto,2022-07-25,BUY,21.633,13226.77,286134.72,Binance,Asia
655,3,DOGE,Crypto,2023-12-22,SELL,44.177,16965.24,749473.41,Binance,Asia
656,8,AAPL,Stock,2021-09-02,BUY,6.931,456.27,3162.41,NASDAQ,USA
657,14,ETH,Crypto,2021-09-29,SELL,1.72,10043.23,17274.36,Coinbase,Asia
658,2,BTC,Crypto,2023-10-14,SELL,31.436,2474.55,77789.95,NYSE,Asia
659,11,GOOGL,Stock,2020-09-28,SELL,5.894,352.12,2075.4,NASDAQ,Asia
660,14,ETH,Crypto,2024-04-25,BUY,42.964,46969.05,2017978.26,NASDAQ,Asia
661,18,DOGE,Crypto,2024-11-08,BUY,46.677,34752,1622119.1,Kraken,Asia
662,5,XRP,Crypto,2023-05-26,SELL,25.754,38093.56,981061.54,Coinbase,Asia
663,10,BTC,Crypto,2020-01-12,SELL,5.747,32942.89,189322.79,Coinbase,Asia
664,11,MSFT,Stock,2024-06-03,SELL,48.457,1968.38,95381.79,Binance,Asia
665,18,BTC,Crypto,2021-09-16,BUY,11.419,50523.37,576926.36,Binance,Asia
666,13,SOL,Crypto,2020-03-24,BUY,11.71,26014.37,304628.27,Binance,USA
667,1,TRX,Crypto,2024-08-06,SELL,17.987,40570.7,729745.18,Binance,Asia
668,6,AAPL,Stock,2024-02-22,BUY,16.677,55.18,920.24,NYSE,Asia
669,17,LINK,Crypto,2023-03-08,SELL,44.771,59495.4,2663668.55,NASDAQ,Asia
670,10,AAPL,Stock,2024-10-15,SELL,19.099,1259.59,24056.91,NYSE,Asia
671,12,USDC,Crypto,2023-10-07,BUY,34.422,28634.88,985669.84,Binance,Asia
672,19,TRX,Crypto,2023-06-18,BUY,23.652,37325.67,882826.75,Kraken,USA
673,3,TSLA,Stock,2020-03-04,SELL,40.635,1950.13,79243.53,Binance,Asia
674,7,LINK,Crypto,2022-01-02,BUY,9.871,40435.28,399136.65,NYSE,USA
675,20,SOL,Crypto,2023-09-11,BUY,16.385,14315.44,234558.48,Binance,Asia
676,5,MSFT,Stock,2024-10-08,SELL,41.789,1868.95,78101.55,Coinbase,Asia
677,5,BTC,Crypto,2020-07-22,BUY,27.035,15074.36,407535.32,Kraken,Asia
678,9,ETH,Crypto,2023-10-16,SELL,48.711,39758.46,1936674.35,Kraken,Asia
679,15,XRP,Crypto,2022-11-10,SELL,37.979,30972.01,1176285.97,Coinbase,Asia
680,6,BTC,Crypto,2022-08-14,BUY,10.403,25571,266015.11,Binance,Asia
681,2,SOL,Crypto,2020-07-02,BUY,42.701,29197.14,1246747.08,Kraken,Asia
682,19,XRP,Crypto,2023-09-04,BUY,7.494,13752.04,103057.79,NYSE,USA
683,3,ETH,Crypto,2022-05-14,BUY,5.558,44335.5,246416.71,NYSE,Asia
684,7,XRP,Crypto,2021-10-16,BUY,6.28,19755.7,124065.8,Binance,USA
685,11,TSLA,Stock,2023-09-14,BUY,12.037,350.13,4214.51,Kraken,Asia
686,5,TRX,Crypto,2024-02-06,BUY,8.835,21404.77,189111.14,Binance,Asia
687,11,BTC,Crypto,2024-09-17,BUY,23.931,38885.68,930573.21,NYSE,Asia
688,12,BNB,Crypto,2021-11-08,SELL,2.689,33020.14,88791.16,NASDAQ,Asia
689,17,BTC,Crypto,2024-11-06,SELL,34.527,10041.77,346712.19,Kraken,Asia
690,13,TSLA,Stock,2022-09-26,SELL,30.537,1384.94,42291.91,Coinbase,USA
691,9,LINK,Crypto,2021-04-01,SELL,2.35,43297.6,101749.36,NYSE,Asia
692,5,XRP,Crypto,2023-05-18,BUY,45.666,6452.75,294671.28,Kraken,Asia
693,16,LTC,Crypto,2020-03-30,SELL,36.19,31440.97,1137848.7,NYSE,Asia
694,9,LINK,Crypto,2024-11-16,BUY,30.303,56216.05,1703514.96,NYSE,Asia
695,19,XRP,Crypto,2023-01-07,SELL,4.475,40176.68,179790.64,Kraken,USA
696,16,MSFT,Stock,2022-12-29,SELL,13.791,1686.61,23260.04,Coinbase,Asia
697,6,MSFT,Stock,2024-01-31,SELL,45.567,1461.97,66617.59,NASDAQ,Asia
698,12,USDC,Crypto,2022-03-03,BUY,27.388,25291.91,692694.83,NYSE,Asia
699,14,GOOGL,Stock,2021-10-20,BUY,16.594,513.03,8513.22,NASDAQ,Asia
700,5,GOOGL,Stock,2022-07-16,SELL,33.836,822.09,27816.24,NYSE,Asia
701,13,XRP,Crypto,2021-11-15,BUY,44.818,2367.09,106088.24,Binance,USA
702,9,LINK,Crypto,2022-09-19,BUY,44.596,12323.24,549567.21,NYSE,Asia
703,7,LINK,Crypto,2022-09-28,SELL,35.4,4450.54,157549.12,Binance,USA
704,15,GOOGL,Stock,2022-11-27,SELL,28.907,37.3,1078.23,Binance,Asia
705,8,LTC,Crypto,2023-12-13,SELL,2.703,59575.28,161031.98,NASDAQ,USA
706,10,AMZN,Stock,2023-07-09,BUY,18.155,1293.13,23476.78,Kraken,Asia
707,3,MSFT,Stock,2024-01-04,SELL,26.783,905.23,24244.78,Kraken,Asia
708,15,LTC,Crypto,2023-09-30,SELL,28.826,2358.43,67984.1,Coinbase,Asia
709,4,AAPL,Stock,2020-07-28,BUY,27.501,1979.22,54430.53,NASDAQ,Asia
710,6,MSFT,Stock,2021-12-08,SELL,22.611,568.71,12859.1,Binance,Asia
711,20,ETH,Crypto,2022-03-05,SELL,5.23,758.66,3967.79,NYSE,Asia
712,12,USDC,Crypto,2021-12-27,BUY,0.709,54286.2,38488.92,Kraken,Asia
713,5,USDC,Crypto,2020-12-23,SELL,6.418,45607.28,292707.52,Kraken,Asia
714,18,USDC,Crypto,2023-12-10,BUY,18.856,27529.02,519087.2,Coinbase,Asia
715,2,BNB,Crypto,2020-02-28,BUY,31.189,11679.23,364263.5,NASDAQ,Asia
716,1,SOL,Crypto,2020-05-10,BUY,40.511,2237.09,90626.75,Binance,Asia
717,11,LINK,Crypto,2020-05-20,BUY,14.57,21936.89,319620.49,NYSE,Asia
718,2,SOL,Crypto,2022-05-26,BUY,9.364,17242.81,161461.67,Kraken,Asia
719,14,GOOGL,Stock,2023-06-01,SELL,44.051,30.56,1346.2,Coinbase,Asia
720,8,GOOGL,Stock,2020-10-08,SELL,44.971,172.56,7760.2,NYSE,USA
721,9,BTC,Crypto,2022-10-17,SELL,24.872,32162.78,799952.66,NYSE,Asia
722,7,LINK,Crypto,2020-05-22,BUY,15.015,22591.23,339207.32,Kraken,USA
723,10,USDC,Crypto,2022-10-07,BUY,7.263,15624.92,113483.79,NASDAQ,Asia
724,14,GOOGL,Stock,2020-12-30,SELL,43.623,1995.2,87036.61,NASDAQ,Asia
725,9,AMZN,Stock,2022-03-29,BUY,31.589,293.22,9262.53,Kraken,Asia
726,11,SOL,Crypto,2023-01-29,SELL,9.499,25064.26,238085.41,Binance,Asia
727,18,TSLA,Stock,2023-02-20,SELL,13.088,1782.38,23327.79,Binance,Asia
728,19,LINK,Crypto,2022-12-06,SELL,40.046,27503.17,1101391.95,NYSE,USA
729,7,BNB,Crypto,2020-12-18,BUY,14.852,35950.62,533938.61,Binance,USA
730,3,AAPL,Stock,2021-11-13,BUY,37.082,315.91,11714.57,NASDAQ,Asia
731,15,AAPL,Stock,2020-10-10,SELL,29.232,1116.25,32630.22,NASDAQ,Asia
732,5,BNB,Crypto,2021-03-25,BUY,3.574,12962.15,46326.72,NYSE,Asia
733,10,XRP,Crypto,2020-03-20,SELL,4.991,10562.87,52719.28,Binance,Asia
734,17,AMZN,Stock,2020-08-15,SELL,3.72,1512.99,5628.32,NASDAQ,Asia
735,19,TSLA,Stock,2023-09-16,SELL,48.86,290.86,14211.42,Kraken,USA
736,12,GOOGL,Stock,2024-05-20,BUY,21.251,1083.19,23018.87,Binance,Asia
737,9,AAPL,Stock,2020-11-23,BUY,28.395,240.31,6823.6,Binance,Asia
738,2,XRP,Crypto,2022-05-26,SELL,3.786,43056.84,163013.2,NYSE,Asia
739,5,MSFT,Stock,2021-07-27,BUY,39.939,551.11,22010.78,Binance,Asia
740,18,LINK,Crypto,2022-04-27,SELL,39.411,9443.74,372187.24,Binance,Asia
741,14,MSFT,Stock,2023-01-22,SELL,19.728,367.6,7252.01,Kraken,Asia
742,19,XRP,Crypto,2021-09-05,BUY,3.983,6323.65,25187.1,NASDAQ,USA
743,2,BTC,Crypto,2021-10-06,SELL,37.009,15061.79,557421.79,NYSE,Asia
744,17,TRX,Crypto,2022-07-01,BUY,23.021,7800.4,179573.01,Kraken,Asia
745,10,BTC,Crypto,2022-01-03,SELL,29.201,42313.52,1235597.1,Kraken,Asia
746,15,LTC,Crypto,2022-09-17,BUY,38.146,2027.74,77350.17,NYSE,Asia
747,19,ETH,Crypto,2023-06-13,SELL,16.148,36867.45,595335.58,NASDAQ,USA
748,10,LINK,Crypto,2020-10-29,BUY,29.726,56187.74,1670236.76,NYSE,Asia
749,20,USDC,Crypto,2024-06-05,SELL,30.811,41504.59,1278797.92,Coinbase,Asia
750,12,TSLA,Stock,2023-04-29,SELL,16.296,417.82,6808.79,NYSE,Asia
751,19,TSLA,Stock,2023-02-09,BUY,0.776,1455.24,1129.27,Binance,USA
752,12,GOOGL,Stock,2020-05-14,SELL,3.299,1609.37,5309.31,Kraken,Asia
753,4,AAPL,Stock,2024-08-20,SELL,42.447,780.31,33121.82,Kraken,Asia
754,1,XRP,Crypto,2023-01-08,SELL,11.404,2873.33,32767.46,Binance,Asia
755,12,LINK,Crypto,2024-04-19,BUY,21.689,23701.85,514069.42,NYSE,Asia
756,1,LINK,Crypto,2021-09-20,SELL,23.37,2941,68731.17,Coinbase,Asia
757,12,MSFT,Stock,2020-12-21,BUY,38.386,134.95,5180.19,Binance,Asia
758,9,SOL,Crypto,2023-04-22,BUY,35.917,42924.51,1541719.63,NYSE,Asia
759,18,SOL,Crypto,2021-04-11,BUY,24.292,26602.29,646222.83,NASDAQ,Asia
760,3,BTC,Crypto,2021-10-02,BUY,47.901,45188.48,2164573.38,Coinbase,Asia
761,5,GOOGL,Stock,2023-02-12,SELL,8.863,748.14,6630.76,Coinbase,Asia
762,13,ETH,Crypto,2021-03-12,SELL,1.086,12124.26,13166.95,NYSE,USA
763,18,SOL,Crypto,2023-06-26,BUY,3.17,47079.1,149240.75,Binance,Asia
764,10,USDC,Crypto,2021-04-04,SELL,32.086,23126.78,742045.86,Kraken,Asia
765,5,AAPL,Stock,2022-07-15,SELL,1.762,1462.76,2577.38,Kraken,Asia
766,5,USDC,Crypto,2023-07-19,SELL,42.765,4064.46,173816.63,NASDAQ,Asia
767,19,USDC,Crypto,2024-09-29,SELL,17.437,11634.7,202874.26,NYSE,USA
768,16,USDC,Crypto,2023-04-23,BUY,46.237,55335.38,2558541.97,Coinbase,Asia
769,8,XRP,Crypto,2020-11-24,SELL,34.554,3374.42,116599.71,Binance,USA
770,11,LINK,Crypto,2022-02-15,SELL,48.598,54372.42,2642390.87,NYSE,Asia
771,11,MSFT,Stock,2024-02-25,BUY,18.983,1229.67,23342.83,Kraken,Asia
772,14,LINK,Crypto,2022-12-02,BUY,20.646,52289.39,1079566.75,Coinbase,Asia
773,15,USDC,Crypto,2021-01-03,BUY,8.891,31225.44,277625.39,NASDAQ,Asia
774,2,TRX,Crypto,2020-02-24,SELL,7.753,28737.2,222799.51,Binance,Asia
775,12,USDC,Crypto,2023-11-11,BUY,13.932,40589.86,565497.93,NASDAQ,Asia
776,12,DOGE,Crypto,2020-03-20,BUY,31.084,57333.72,1782161.35,Kraken,Asia
777,12,LTC,Crypto,2022-04-25,SELL,7.454,24929.05,185821.14,NYSE,Asia
778,3,USDC,Crypto,2023-08-12,BUY,26.406,45905.12,1212170.6,NASDAQ,Asia
779,14,MSFT,Stock,2024-06-17,SELL,29.142,1415.95,41263.61,Kraken,Asia
780,5,BNB,Crypto,2023-04-05,SELL,41.521,39332.7,1633133.04,NYSE,Asia
781,14,BTC,Crypto,2023-10-22,SELL,15.815,2215.95,35045.25,Kraken,Asia
782,11,SOL,Crypto,2020-06-25,BUY,38.569,31387.28,1210576,NYSE,Asia
783,20,GOOGL,Stock,2021-07-29,SELL,28.378,457.53,12983.79,Coinbase,Asia
784,6,AMZN,Stock,2020-08-16,SELL,38.895,40.91,1591.19,Coinbase,Asia
785,15,LTC,Crypto,2023-05-26,SELL,1.271,45152.26,57388.52,NASDAQ,Asia
786,14,BNB,Crypto,2020-06-28,SELL,3.759,4379.19,16461.38,Binance,Asia
787,17,AMZN,Stock,2024-10-05,BUY,49.952,946.54,47281.57,Kraken,Asia
788,13,AMZN,Stock,2022-03-04,SELL,13.068,279.48,3652.24,Kraken,USA
789,18,SOL,Crypto,2023-07-04,SELL,32.576,7592.13,247321.23,NASDAQ,Asia
790,8,LINK,Crypto,2022-02-09,BUY,9.234,18339.61,169347.96,NYSE,USA
791,5,AMZN,Stock,2024-05-22,BUY,44.65,1967.19,87835.03,Kraken,Asia
792,3,BTC,Crypto,2022-02-22,SELL,49.055,50802.64,2492123.51,NYSE,Asia
793,7,XRP,Crypto,2023-02-20,SELL,38.588,49199.43,1898507.6,NYSE,USA
794,1,BNB,Crypto,2022-01-20,SELL,24.78,50528.36,1252092.76,Coinbase,Asia
795,20,SOL,Crypto,2023-10-22,BUY,41.189,42705.24,1758986.13,Kraken,Asia
796,16,LTC,Crypto,2023-01-22,BUY,19.304,26044.53,502763.61,Coinbase,Asia
797,12,BTC,Crypto,2024-05-15,SELL,15.21,38611.84,587286.09,Kraken,Asia
798,3,XRP,Crypto,2020-07-03,BUY,28.163,51113.95,1439522.17,NASDAQ,Asia
799,1,BTC,Crypto,2023-04-26,SELL,9.519,38170.4,363344.04,Coinbase,Asia
800,19,TSLA,Stock,2022-10-07,SELL,15.827,1627.57,25759.55,Kraken,USA
801,8,DOGE,Crypto,2023-09-13,SELL,25.763,25354.55,653209.27,Coinbase,USA
802,13,TSLA,Stock,2022-05-18,BUY,32.81,1763.63,57864.7,NASDAQ,USA
803,16,TSLA,Stock,2022-07-21,BUY,13.211,726.84,9602.28,NASDAQ,Asia
804,17,TSLA,Stock,2020-10-16,BUY,42.976,1567.32,67357.14,Binance,Asia
805,8,GOOGL,Stock,2024-05-28,SELL,8.748,1129.88,9884.19,Kraken,USA
806,6,ETH,Crypto,2022-06-07,BUY,22.111,39696.17,877722.01,Coinbase,Asia
807,8,AMZN,Stock,2022-06-16,BUY,31.306,933.22,29215.39,NASDAQ,USA
808,5,BNB,Crypto,2022-08-21,SELL,19.056,7921.54,150952.87,Coinbase,Asia
809,11,BTC,Crypto,2023-06-04,SELL,34.38,41353.58,1421736.08,Binance,Asia
810,5,ETH,Crypto,2022-12-27,BUY,32.553,59602.57,1940242.46,Coinbase,Asia
811,19,AAPL,Stock,2022-08-05,BUY,48.75,268,13065,Coinbase,USA
812,15,LTC,Crypto,2022-03-16,SELL,40.34,30174.74,1217249.01,Kraken,Asia
813,13,USDC,Crypto,2023-02-10,SELL,24.446,47610.66,1163890.19,Kraken,USA
814,6,TRX,Crypto,2021-09-03,BUY,37.844,5562.57,210509.9,Kraken,Asia
815,4,TSLA,Stock,2023-04-30,SELL,48.147,1480.03,71259,Kraken,Asia
816,15,TRX,Crypto,2022-09-06,BUY,16.91,21378.62,361512.46,Kraken,Asia
817,19,DOGE,Crypto,2024-05-09,SELL,44.019,39322.98,1730958.26,Kraken,USA
818,10,BNB,Crypto,2021-08-27,BUY,28.869,32268.98,931573.18,Binance,Asia
819,15,MSFT,Stock,2024-03-02,BUY,32.378,823.96,26678.18,NYSE,Asia
820,6,LINK,Crypto,2024-02-14,SELL,22.648,35621.48,806755.28,Binance,Asia
821,3,MSFT,Stock,2023-12-23,BUY,41.973,688.48,28897.57,Kraken,Asia
822,16,LINK,Crypto,2024-02-29,BUY,33.625,42153.39,1417407.74,Binance,Asia
823,11,ETH,Crypto,2022-04-25,BUY,49.19,41863.13,2059247.36,Binance,Asia
824,4,SOL,Crypto,2020-01-20,BUY,25.644,45884.2,1176654.42,NYSE,Asia
825,16,LTC,Crypto,2021-07-12,SELL,41.937,618.81,25951.03,NYSE,Asia
826,4,MSFT,Stock,2023-12-29,BUY,21.426,1694.72,36311.07,Binance,Asia
827,10,LINK,Crypto,2023-07-12,BUY,19.114,24121.43,461057.01,Binance,Asia
828,13,SOL,Crypto,2020-10-09,SELL,12.906,56224.6,725634.69,NYSE,USA
829,7,TSLA,Stock,2022-05-19,BUY,3.106,1705.65,5297.75,NASDAQ,USA
830,7,BNB,Crypto,2021-07-29,SELL,31.284,12834.6,401517.63,Coinbase,USA
831,17,ETH,Crypto,2020-01-01,BUY,25.248,13602.66,343439.96,Coinbase,Asia
832,8,TSLA,Stock,2021-01-19,SELL,20.809,1932.23,40207.77,NYSE,USA
833,11,TSLA,Stock,2024-09-27,BUY,24.328,1644.34,40003.5,Binance,Asia
834,20,USDC,Crypto,2022-11-30,BUY,19.304,10818.98,208849.59,NASDAQ,Asia
835,20,GOOGL,Stock,2020-01-05,SELL,3.966,886.46,3515.7,NASDAQ,Asia
836,4,BNB,Crypto,2024-05-25,SELL,24.945,49697.52,1239704.64,NASDAQ,Asia
837,20,DOGE,Crypto,2020-04-22,BUY,3.803,21232.35,80746.63,Coinbase,Asia
838,18,BNB,Crypto,2021-08-27,BUY,41.167,12071.35,496941.27,NYSE,Asia
839,5,SOL,Crypto,2021-05-30,BUY,49.329,11652.67,574814.56,Coinbase,Asia
840,11,DOGE,Crypto,2020-04-07,BUY,25.063,11231.8,281502.6,Kraken,Asia
841,8,SOL,Crypto,2022-05-31,BUY,13.67,40839.47,558275.55,Coinbase,USA
842,10,MSFT,Stock,2021-08-16,BUY,23.456,1022.34,23980.01,NYSE,Asia
843,17,AMZN,Stock,2020-11-16,SELL,4.414,1771.57,7819.71,Coinbase,Asia
844,17,GOOGL,Stock,2023-10-11,BUY,4.865,1237.75,6021.65,NYSE,Asia
845,2,LTC,Crypto,2024-09-17,BUY,2.805,47287.92,132642.62,Kraken,Asia
846,7,GOOGL,Stock,2024-11-21,SELL,10.617,1597.85,16964.37,NASDAQ,USA
847,17,LTC,Crypto,2022-10-25,SELL,5.477,14029.24,76838.15,Binance,Asia
848,5,ETH,Crypto,2024-07-20,BUY,47.144,51718.06,2438196.22,NASDAQ,Asia
849,16,MSFT,Stock,2024-03-29,SELL,26.86,1871.51,50268.76,NASDAQ,Asia
850,13,DOGE,Crypto,2022-04-18,SELL,1.482,11449.02,16967.45,Binance,USA
851,4,MSFT,Stock,2024-08-17,BUY,40.935,724.98,29677.06,Binance,Asia
852,11,TRX,Crypto,2021-01-04,SELL,15.325,35551.87,544832.41,Kraken,Asia
853,13,SOL,Crypto,2023-08-28,SELL,48.65,50616.26,2462481.05,Kraken,USA
854,11,MSFT,Stock,2022-12-08,SELL,25.82,218.62,5644.77,Kraken,Asia
855,5,MSFT,Stock,2021-01-07,SELL,47.709,1158.06,55249.88,Coinbase,Asia
856,19,ETH,Crypto,2022-04-11,BUY,31.944,50172.7,1602716.73,Binance,USA
857,13,BNB,Crypto,2024-01-21,SELL,30,45197.27,1355918.1,NASDAQ,USA
858,10,BTC,Crypto,2021-03-17,BUY,43.78,8786.29,384663.78,Kraken,Asia
859,15,TSLA,Stock,2023-10-29,SELL,40.438,1016.63,41110.48,NYSE,Asia
860,9,XRP,Crypto,2022-06-15,SELL,25.527,12483.35,318662.48,Kraken,Asia
861,17,SOL,Crypto,2023-11-21,BUY,4.304,21168.33,91108.49,Coinbase,Asia
862,17,XRP,Crypto,2024-08-06,BUY,21.913,34256.2,750656.11,NYSE,Asia
863,9,DOGE,Crypto,2021-06-03,BUY,6.456,24676.57,159311.94,NASDAQ,Asia
864,12,MSFT,Stock,2024-06-22,BUY,13.301,1820.84,24218.99,Coinbase,Asia
865,11,AAPL,Stock,2022-03-23,BUY,24.885,1485.43,36964.93,Binance,Asia
866,20,BTC,Crypto,2022-09-11,BUY,45.703,24845.46,1135512.06,Coinbase,Asia
867,10,AMZN,Stock,2023-12-24,BUY,34.214,172.57,5904.31,Binance,Asia
868,12,DOGE,Crypto,2021-04-22,SELL,9.915,2341.73,23218.25,NYSE,Asia
869,12,XRP,Crypto,2022-07-20,BUY,14.498,54683.59,792802.69,Binance,Asia
870,1,BNB,Crypto,2023-02-23,SELL,10.597,55349.66,586540.35,Coinbase,Asia
871,3,AAPL,Stock,2023-06-17,SELL,9.116,1393.76,12705.52,Kraken,Asia
872,16,BTC,Crypto,2023-05-30,BUY,31.619,5277.96,166883.82,Binance,Asia
873,13,DOGE,Crypto,2020-01-23,BUY,43.144,48474.46,2091382.1,NYSE,USA
874,9,DOGE,Crypto,2023-09-18,SELL,18.7,7558.08,141336.1,Binance,Asia
875,9,MSFT,Stock,2021-01-24,BUY,4.524,1679.65,7598.74,NYSE,Asia
876,7,BTC,Crypto,2020-10-12,SELL,46.959,30841.26,1448274.73,NASDAQ,USA
877,15,LTC,Crypto,2020-05-21,BUY,37.204,25610.78,952823.46,Coinbase,Asia
878,19,USDC,Crypto,2023-04-21,BUY,11.07,23133.83,256091.5,Binance,USA
879,3,ETH,Crypto,2020-08-29,BUY,34.809,42873.51,1492384.01,NYSE,Asia
880,8,ETH,Crypto,2021-06-24,BUY,49.216,12557.18,618014.17,Coinbase,USA
881,4,SOL,Crypto,2023-08-28,BUY,43.524,38209.7,1663038.98,Coinbase,Asia
882,2,AMZN,Stock,2021-07-02,SELL,5.113,1825.7,9334.8,Binance,Asia
883,5,MSFT,Stock,2020-09-01,SELL,2.541,425.38,1080.89,NASDAQ,Asia
